fact_table_natural_key (txn_id),accm_txn_complete_time
2678,2022-05-27 12:29:20
2679,2022-05-28 14:18:58
2680,2022-05-21 06:09:52
2681,2022-05-26 13:11:21
2682,2022-05-28 15:38:34
2683,2022-05-26 12:00:46
2684,2022-05-27 05:15:25
2685,2022-05-29 04:07:44
2686,2022-05-22 22:57:55
2687,2022-05-29 22:39:50
2688,2022-05-21 01:40:51
2689,2022-05-22 02:28:51
2690,2022-05-22 10:02:14
2691,2022-05-29 17:52:51
2692,2022-05-29 13:22:43
2693,2022-05-26 09:02:30
2694,2022-05-29 05:10:25
2695,2022-05-29 22:04:59
2696,2022-05-21 09:02:55
2697,2022-05-25 02:27:50
2698,2022-05-27 19:37:11
2699,2022-05-22 06:38:19
2700,2022-05-23 07:53:59
2701,2022-05-23 15:32:00
2702,2022-05-25 06:08:21
2703,2022-05-24 23:01:37
2704,2022-05-26 20:45:34
2705,2022-05-29 13:51:41
2706,2022-05-23 14:53:15
2707,2022-05-25 14:53:09
2708,2022-05-29 00:07:02
2709,2022-05-29 12:52:31
2710,2022-05-28 20:01:10
2711,2022-05-25 05:56:54
2712,2022-05-28 04:59:13
2713,2022-05-28 05:54:23
2714,2022-05-20 12:26:15
2715,2022-05-21 04:45:10
2716,2022-05-30 03:22:56
2717,2022-05-23 04:42:48
2718,2022-05-25 23:00:33
2719,2022-05-26 14:36:58
2720,2022-05-20 21:12:15
2721,2022-05-21 14:47:02
2722,2022-05-27 05:24:12
2723,2022-05-27 10:05:47
2724,2022-05-27 01:44:58
2725,2022-05-30 02:29:43
2726,2022-05-21 19:37:26
2727,2022-05-26 11:32:54
2728,2022-05-22 15:15:25
2729,2022-05-21 11:25:42
2730,2022-05-26 15:13:36
2731,2022-05-21 00:16:33
2732,2022-05-26 04:40:26
2733,2022-05-25 09:31:11
2734,2022-05-28 04:23:31
2735,2022-05-22 16:49:20
2736,2022-05-21 04:32:27
2737,2022-05-24 14:48:54
2738,2022-05-25 09:30:43
2739,2022-05-27 10:18:38
2740,2022-05-21 23:23:27
2741,2022-05-25 10:00:33
2742,2022-05-27 16:05:31
2743,2022-05-25 03:56:05
2744,2022-05-22 10:47:36
2745,2022-05-26 15:41:19
2746,2022-05-24 03:52:58
2747,2022-05-28 10:45:04
2748,2022-05-20 22:18:07
2749,2022-05-30 03:24:36
2750,2022-05-28 07:59:49
2751,2022-05-25 06:42:23
2752,2022-05-22 06:40:24
2753,2022-05-25 03:47:30
2754,2022-05-24 23:04:41
2755,2022-05-23 07:02:03
2756,2022-05-26 19:03:05
2757,2022-05-23 11:08:39
2758,2022-05-24 04:22:23
2759,2022-05-21 18:42:13
2760,2022-05-23 08:49:05
2761,2022-05-22 08:28:51
2762,2022-05-27 18:43:42
2763,2022-05-29 04:46:06
2764,2022-05-25 00:30:11
2765,2022-05-24 17:26:25
2766,2022-05-22 21:15:16
2767,2022-05-21 03:33:17
2768,2022-05-20 17:11:40
2769,2022-05-20 19:27:51
2770,2022-05-25 02:55:46
2771,2022-05-26 18:20:17
2772,2022-05-25 19:44:22
2773,2022-05-25 12:31:44
2774,2022-05-26 11:31:26
2775,2022-05-29 15:00:31
2776,2022-05-23 08:52:52
2777,2022-05-25 13:01:48
2778,2022-05-29 23:22:53
2779,2022-05-26 21:00:14
2780,2022-05-26 03:44:01
2781,2022-05-20 19:46:08
2782,2022-05-24 04:34:36
2783,2022-05-23 18:05:50
2784,2022-05-28 11:18:29
2785,2022-05-27 14:16:36
2786,2022-05-28 19:52:21
2787,2022-05-23 07:22:16
2788,2022-05-25 21:44:14
2789,2022-05-23 20:35:34
2790,2022-05-21 14:47:32
2791,2022-05-23 02:26:39
2792,2022-05-23 08:13:04
2793,2022-05-28 11:14:48
2794,2022-05-29 18:05:19
2795,2022-05-24 14:59:54
2796,2022-05-22 16:37:25
2797,2022-05-30 04:38:32
2798,2022-05-25 01:47:55
2799,2022-05-22 12:15:58
2800,2022-05-26 14:38:49
2801,2022-05-29 13:09:51
2802,2022-05-21 03:33:18
2803,2022-05-30 00:52:39
2804,2022-05-22 12:06:24
2805,2022-05-27 13:56:33
2806,2022-05-21 19:39:10
2807,2022-05-21 20:24:25
2808,2022-05-23 16:19:42
2809,2022-05-25 22:40:57
2810,2022-05-29 23:12:54
2811,2022-05-23 21:09:21
2812,2022-05-20 23:39:55
2813,2022-05-21 17:06:46
2814,2022-05-22 12:33:35
2815,2022-05-21 07:11:19
2816,2022-05-29 16:37:58
2817,2022-05-23 21:56:20
2818,2022-05-21 14:58:02
2819,2022-05-26 00:56:47
2820,2022-05-22 09:57:44
2821,2022-05-28 07:27:08
2822,2022-05-22 23:42:34
2823,2022-05-27 23:52:50
2824,2022-05-28 18:47:48
2825,2022-05-23 17:56:03
2826,2022-05-23 14:54:30
2827,2022-05-29 16:13:36
2828,2022-05-28 19:41:46
2829,2022-05-28 09:09:03
2830,2022-05-22 09:30:33
2831,2022-05-24 00:23:40
2832,2022-05-20 17:13:32
2833,2022-05-26 14:26:53
2834,2022-05-25 04:01:12
2835,2022-05-21 13:44:14
2836,2022-05-22 04:32:20
2837,2022-05-21 18:07:36
2838,2022-05-29 21:42:30
2839,2022-05-20 14:03:11
2840,2022-05-21 05:13:42
2841,2022-05-23 06:15:49
2842,2022-05-29 06:47:11
2843,2022-05-22 08:21:59
2844,2022-05-23 11:14:09
2845,2022-05-28 02:04:30
2846,2022-05-27 21:28:26
2847,2022-05-25 14:55:01
2848,2022-05-27 18:54:38
2849,2022-05-28 22:24:33
2850,2022-05-21 06:01:40
2851,2022-05-23 20:28:37
2852,2022-05-28 13:23:20
2853,2022-05-23 06:13:47
2854,2022-05-22 21:53:52
2855,2022-05-28 09:01:43
2856,2022-05-25 06:33:03
2857,2022-05-21 04:48:22
2858,2022-05-23 21:58:00
2859,2022-05-24 08:51:28
2860,2022-05-24 14:32:14
2861,2022-05-23 22:36:02
2862,2022-05-21 10:08:07
2863,2022-05-29 20:53:09
2864,2022-05-27 17:37:56
2865,2022-05-22 16:58:15
2866,2022-05-28 11:41:32
2867,2022-05-25 19:24:36
2868,2022-05-24 13:26:57
2869,2022-05-23 09:13:00
2870,2022-05-27 22:04:21
2871,2022-05-24 20:07:39
2872,2022-05-24 13:04:54
2873,2022-05-27 11:37:46
2874,2022-05-27 20:26:58
2875,2022-05-27 14:17:40
2876,2022-05-29 07:50:27
2877,2022-05-22 20:50:45
2878,2022-05-20 17:47:58
2879,2022-05-23 00:10:43
2880,2022-05-24 17:27:10
2881,2022-05-21 04:45:34
2882,2022-05-30 07:23:04
2883,2022-05-23 09:13:29
2884,2022-05-25 10:11:03
2885,2022-05-23 20:17:10
2886,2022-05-25 21:10:39
2887,2022-05-23 02:56:48
2888,2022-05-23 03:31:47
2889,2022-05-29 04:42:26
2890,2022-05-21 13:19:47
2891,2022-05-23 01:55:08
2892,2022-05-28 08:39:27
2893,2022-05-22 17:08:50
2894,2022-05-24 23:00:30
2895,2022-05-27 18:35:23
2896,2022-05-29 20:36:32
2897,2022-05-22 22:14:40
2898,2022-05-20 14:54:43
2899,2022-05-27 06:27:44
2900,2022-05-27 13:52:31
2901,2022-05-24 03:38:53
2902,2022-05-22 01:26:04
2903,2022-05-27 07:06:58
2904,2022-05-23 21:11:08
2905,2022-05-29 09:18:10
2906,2022-05-25 19:16:57
2907,2022-05-25 12:57:55
2908,2022-05-24 07:46:01
2909,2022-05-25 00:08:14
2910,2022-05-26 16:46:30
2911,2022-05-28 00:24:30
2912,2022-05-27 13:29:19
2913,2022-05-25 22:12:52
2914,2022-05-26 10:13:32
2915,2022-05-30 08:52:35
2916,2022-05-24 18:26:04
2917,2022-05-27 07:00:03
2918,2022-05-25 11:56:37
2919,2022-05-25 01:48:31
2920,2022-05-28 21:22:44
2921,2022-05-20 23:23:51
2922,2022-05-27 07:29:41
2923,2022-05-27 00:24:32
2924,2022-05-25 12:50:08
2925,2022-05-22 18:38:53
2926,2022-05-23 19:34:26
2927,2022-05-29 18:24:46
2928,2022-05-28 20:44:27
2929,2022-05-21 20:03:09
2930,2022-05-20 21:38:19
2931,2022-05-28 20:30:28
2932,2022-05-28 08:21:03
2933,2022-05-22 04:04:35
2934,2022-05-29 23:27:01
2935,2022-05-28 15:49:55
2936,2022-05-28 04:37:50
2937,2022-05-27 16:09:43
2938,2022-05-28 18:40:46
2939,2022-05-28 15:22:28
2940,2022-05-25 01:12:04
2941,2022-05-21 10:30:46
2942,2022-05-27 11:40:24
2943,2022-05-25 18:57:18
2944,2022-05-27 12:30:54
2945,2022-05-28 06:22:43
2946,2022-05-29 12:24:32
2947,2022-05-30 01:55:52
2948,2022-05-25 18:27:38
2949,2022-05-26 19:15:49
2950,2022-05-26 05:55:09
2951,2022-05-25 18:46:42
2952,2022-05-26 03:56:09
2953,2022-05-25 10:27:20
2954,2022-05-25 22:04:54
2955,2022-05-27 09:13:15
2956,2022-05-30 03:25:29
2957,2022-05-21 05:20:04
2958,2022-05-23 22:03:26
2959,2022-05-25 02:37:58
2960,2022-05-29 13:58:25
2961,2022-05-28 12:58:34
2962,2022-05-23 02:22:07
2963,2022-05-24 21:55:33
2964,2022-05-30 01:20:50
2965,2022-05-23 17:29:44
2966,2022-05-23 02:35:52
2967,2022-05-26 22:16:46
2968,2022-05-23 14:33:30
2969,2022-05-24 03:07:52
2970,2022-05-30 02:46:54
2971,2022-05-21 04:45:41
2972,2022-05-26 02:52:36
2973,2022-05-29 02:28:48
2974,2022-05-22 23:56:10
2975,2022-05-24 10:40:56
2976,2022-05-28 06:07:07
2977,2022-05-28 03:12:59
2978,2022-05-27 14:13:11
2979,2022-05-27 04:40:23
2980,2022-05-22 03:02:33
2981,2022-05-21 16:38:44
2982,2022-05-24 11:02:23
2983,2022-05-22 15:09:22
2984,2022-05-24 14:51:59
2985,2022-05-27 19:57:36
2986,2022-05-23 11:17:38
2987,2022-05-23 10:34:13
2988,2022-05-27 05:33:03
2989,2022-05-23 15:49:16
2990,2022-05-20 20:56:16
2991,2022-05-28 04:14:21
2992,2022-05-22 04:09:55
2993,2022-05-24 08:46:06
2994,2022-05-21 08:39:51
2995,2022-05-27 13:55:10
2996,2022-05-23 14:40:11
2997,2022-05-22 04:16:15
2998,2022-05-27 14:10:26
2999,2022-05-23 17:09:31
3000,2022-05-21 05:54:07
3001,2022-05-29 21:05:47
3002,2022-05-24 23:35:41
3003,2022-05-28 18:01:16
3004,2022-05-25 23:32:45
3005,2022-05-22 07:45:04
3006,2022-05-22 21:38:19
3007,2022-05-23 07:03:52
3008,2022-05-21 11:49:06
3009,2022-05-22 23:51:16
3010,2022-05-30 07:17:27
3011,2022-05-28 16:54:37
3012,2022-05-29 11:33:56
3013,2022-05-22 23:46:07
3014,2022-05-24 09:55:42
3015,2022-05-26 23:02:25
3016,2022-05-28 17:42:30
3017,2022-05-26 23:24:05
3018,2022-05-20 15:07:27
3019,2022-05-27 12:36:19
3020,2022-05-21 19:39:30
3021,2022-05-22 11:25:38
3022,2022-05-30 04:00:05
3023,2022-05-20 12:57:37
3024,2022-05-27 11:49:57
3025,2022-05-22 18:16:49
3026,2022-05-30 02:51:59
3027,2022-05-23 20:02:53
3028,2022-05-25 06:44:11
3029,2022-05-25 07:43:24
3030,2022-05-28 18:33:07
3031,2022-05-26 13:45:18
3032,2022-05-27 23:53:41
3033,2022-05-26 12:47:06
3034,2022-05-25 21:12:38
3035,2022-05-23 22:52:06
3036,2022-05-29 08:01:06
3037,2022-05-21 16:14:25
3038,2022-05-25 02:16:06
3039,2022-05-30 08:14:12
3040,2022-05-21 09:56:08
3041,2022-05-30 05:37:10
3042,2022-05-26 03:20:38
3043,2022-05-25 10:06:17
3044,2022-05-27 17:45:11
3045,2022-05-29 12:19:43
3046,2022-05-27 17:20:42
3047,2022-05-23 23:03:47
3048,2022-05-25 20:19:56
3049,2022-05-25 02:18:20
3050,2022-05-27 06:50:33
3051,2022-05-20 21:02:08
3052,2022-05-22 14:11:29
3053,2022-05-21 10:32:07
3054,2022-05-25 09:48:40
3055,2022-05-25 15:18:45
3056,2022-05-29 23:21:37
3057,2022-05-28 13:48:56
3058,2022-05-28 00:56:42
3059,2022-05-27 06:02:26
3060,2022-05-22 13:15:22
3061,2022-05-20 19:54:23
3062,2022-05-28 21:13:21
3063,2022-05-27 02:34:38
3064,2022-05-26 18:13:50
3065,2022-05-29 07:19:13
3066,2022-05-28 11:25:18
3067,2022-05-25 23:09:51
3068,2022-05-24 05:31:52
3069,2022-05-28 15:49:32
3070,2022-05-28 15:53:46
3071,2022-05-24 10:56:36
3072,2022-05-20 20:35:04
3073,2022-05-26 00:38:39
3074,2022-05-25 09:19:29
3075,2022-05-29 09:11:12
3076,2022-05-23 13:06:08
3077,2022-05-23 10:41:59
3078,2022-05-23 09:17:46
3079,2022-05-25 04:25:09
3080,2022-05-23 18:35:32
3081,2022-05-20 17:57:20
3082,2022-05-22 15:07:19
3083,2022-05-27 21:51:30
3084,2022-05-26 18:46:41
3085,2022-05-24 16:14:03
3086,2022-05-25 11:13:06
3087,2022-05-21 15:47:11
3088,2022-05-30 00:42:14
3089,2022-05-28 15:44:41
3090,2022-05-26 07:13:42
3091,2022-05-22 10:26:09
3092,2022-05-30 00:26:11
3093,2022-05-30 04:55:35
3094,2022-05-27 06:14:26
3095,2022-05-29 03:59:37
3096,2022-05-25 15:20:45
3097,2022-05-28 16:48:38
3098,2022-05-20 12:04:02
3099,2022-05-27 16:11:01
3100,2022-05-27 23:44:33
3101,2022-05-26 20:42:58
3102,2022-05-27 10:28:27
3103,2022-05-29 09:53:20
3104,2022-05-23 00:52:13
3105,2022-05-21 10:44:25
3106,2022-05-24 01:28:17
3107,2022-05-22 17:35:15
3108,2022-05-20 23:52:16
3109,2022-05-24 13:32:42
3110,2022-05-29 06:06:39
3111,2022-05-29 04:12:37
3112,2022-05-25 03:08:54
3113,2022-05-29 13:55:51
3114,2022-05-22 20:13:47
3115,2022-05-29 08:41:56
3116,2022-05-22 02:20:05
3117,2022-05-26 21:29:48
3118,2022-05-29 22:46:41
3119,2022-05-27 22:56:00
3120,2022-05-29 08:39:57
3121,2022-05-23 04:09:31
3122,2022-05-29 00:30:19
3123,2022-05-28 06:56:02
3124,2022-05-29 11:32:30
3125,2022-05-22 04:23:08
3126,2022-05-21 06:36:27
3127,2022-05-26 08:11:26
3128,2022-05-22 03:40:36
3129,2022-05-27 03:44:42
3130,2022-05-28 09:24:46
3131,2022-05-30 03:16:18
3132,2022-05-24 07:14:49
3133,2022-05-21 21:03:38
3134,2022-05-26 11:34:17
3135,2022-05-29 17:32:31
3136,2022-05-27 18:48:00
3137,2022-05-24 21:54:24
3138,2022-05-25 02:42:06
3139,2022-05-23 13:49:01
3140,2022-05-24 01:39:55
3141,2022-05-25 12:03:48
3142,2022-05-28 06:18:13
3143,2022-05-26 06:15:31
3144,2022-05-26 10:23:50
3145,2022-05-26 00:21:44
3146,2022-05-25 23:31:37
3147,2022-05-27 01:46:07
3148,2022-05-20 15:32:09
3149,2022-05-20 14:48:14
3150,2022-05-25 09:58:46
3151,2022-05-28 19:14:44
3152,2022-05-27 21:22:12
3153,2022-05-22 08:55:03
3154,2022-05-29 11:36:35
3155,2022-05-20 14:14:52
3156,2022-05-28 00:22:01
3157,2022-05-24 03:53:41
3158,2022-05-21 21:58:01
3159,2022-05-25 04:05:13
3160,2022-05-24 18:02:02
3161,2022-05-22 23:13:40
3162,2022-05-23 06:03:19
3163,2022-05-25 13:54:10
3164,2022-05-21 16:13:06
3165,2022-05-28 10:17:36
3166,2022-05-22 01:43:11
3167,2022-05-29 01:16:13
3168,2022-05-24 21:57:26
3169,2022-05-29 21:50:33
3170,2022-05-29 00:11:27
3171,2022-05-23 11:52:31
3172,2022-05-24 12:23:53
3173,2022-05-23 23:36:31
3174,2022-05-27 14:17:53
3175,2022-05-22 07:22:47
3176,2022-05-26 13:59:38
3177,2022-05-27 03:24:39
3178,2022-05-27 17:22:02
3179,2022-05-22 05:34:35
3180,2022-05-28 03:51:14
3181,2022-05-25 00:34:15
3182,2022-05-27 17:53:45
3183,2022-05-24 00:45:57
3184,2022-05-27 20:14:47
3185,2022-05-21 11:37:24
3186,2022-05-27 04:55:14
3187,2022-05-30 02:22:55
3188,2022-05-23 19:15:13
3189,2022-05-20 13:23:34
3190,2022-05-21 15:48:34
3191,2022-05-30 00:26:20
3192,2022-05-29 11:31:56
3193,2022-05-30 07:15:07
3194,2022-05-21 09:56:32
3195,2022-05-29 11:03:12
3196,2022-05-22 03:58:31
3197,2022-05-28 07:12:30
3198,2022-05-23 00:34:23
3199,2022-05-25 02:03:07
3200,2022-05-23 11:39:43
3201,2022-05-28 16:46:27
3202,2022-05-24 20:26:18
3203,2022-05-25 02:51:32
3204,2022-05-29 06:38:32
3205,2022-05-26 23:16:57
3206,2022-05-24 07:45:03
3207,2022-05-26 05:06:24
3208,2022-05-26 16:10:03
3209,2022-05-22 23:38:51
3210,2022-05-29 11:44:07
3211,2022-05-25 20:57:30
3212,2022-05-22 14:41:56
3213,2022-05-22 11:53:41
3214,2022-05-21 10:12:40
3215,2022-05-25 07:49:37
3216,2022-05-23 00:40:52
3217,2022-05-29 17:12:13
3218,2022-05-25 06:39:28
3219,2022-05-26 00:10:26
3220,2022-05-27 14:07:47
3221,2022-05-21 19:46:36
3222,2022-05-24 00:24:30
3223,2022-05-22 19:19:37
3224,2022-05-22 02:28:02
3225,2022-05-29 20:11:06
3226,2022-05-23 19:20:47
3227,2022-05-29 17:11:40
3228,2022-05-27 20:24:18
3229,2022-05-21 12:17:37
3230,2022-05-25 22:36:03
3231,2022-05-23 10:56:08
3232,2022-05-23 03:59:15
3233,2022-05-26 05:50:39
3234,2022-05-25 04:34:10
3235,2022-05-22 05:26:42
3236,2022-05-27 07:11:47
3237,2022-05-24 04:13:30
3238,2022-05-30 04:12:35
3239,2022-05-27 03:42:58
3240,2022-05-30 08:32:53
3241,2022-05-23 12:57:44
3242,2022-05-27 07:33:17
3243,2022-05-20 12:04:21
3244,2022-05-22 18:23:33
3245,2022-05-25 13:12:57
3246,2022-05-28 05:16:41
3247,2022-05-28 19:01:42
3248,2022-05-23 00:48:34
3249,2022-05-24 02:09:44
3250,2022-05-23 14:55:24
3251,2022-05-23 02:55:00
3252,2022-05-21 15:12:12
3253,2022-05-25 12:17:10
3254,2022-05-28 00:21:54
3255,2022-05-28 13:49:58
3256,2022-05-23 14:01:49
3257,2022-05-26 17:18:46
3258,2022-05-25 03:34:51
3259,2022-05-28 17:13:54
3260,2022-05-24 10:53:25
3261,2022-05-20 19:51:23
3262,2022-05-27 18:52:22
3263,2022-05-28 21:15:29
3264,2022-05-29 21:53:28
3265,2022-05-27 14:04:31
3266,2022-05-24 01:32:57
3267,2022-05-25 10:04:00
3268,2022-05-25 17:51:44
3269,2022-05-25 17:47:04
3270,2022-05-23 23:08:07
3271,2022-05-23 00:41:09
3272,2022-05-22 22:32:32
3273,2022-05-23 07:48:02
3274,2022-05-21 02:21:44
3275,2022-05-25 11:05:25
3276,2022-05-21 19:45:06
3277,2022-05-20 22:39:42
3278,2022-05-27 09:38:17
3279,2022-05-27 06:40:39
3280,2022-05-28 03:11:46
3281,2022-05-27 22:48:08
3282,2022-05-29 16:12:24
3283,2022-05-26 23:41:07
3284,2022-05-26 06:27:10
3285,2022-05-23 16:44:33
3286,2022-05-22 15:49:42
3287,2022-05-28 00:33:26
3288,2022-05-23 04:10:54
3289,2022-05-29 03:51:12
3290,2022-05-20 23:44:00
3291,2022-05-23 05:43:44
3292,2022-05-21 00:21:43
3293,2022-05-24 04:00:44
3294,2022-05-21 05:58:12
3295,2022-05-25 02:35:45
3296,2022-05-29 00:01:14
3297,2022-05-27 00:19:06
3298,2022-05-24 15:54:54
3299,2022-05-23 12:16:59
3300,2022-05-25 14:54:56
3301,2022-05-28 01:14:00
3302,2022-05-23 23:49:52
3303,2022-05-24 09:34:19
3304,2022-05-22 10:03:14
3305,2022-05-21 07:54:49
3306,2022-05-24 09:46:31
3307,2022-05-23 05:17:37
3308,2022-05-27 05:24:42
3309,2022-05-29 02:11:15
3310,2022-05-21 14:14:47
3311,2022-05-25 22:23:05
3312,2022-05-29 08:12:26
3313,2022-05-29 23:05:27
3314,2022-05-29 13:31:26
3315,2022-05-22 09:26:59
3316,2022-05-26 16:01:34
3317,2022-05-21 15:44:30
3318,2022-05-21 13:44:08
3319,2022-05-28 23:58:04
3320,2022-05-24 21:43:31
3321,2022-05-27 01:20:44
3322,2022-05-25 07:10:50
3323,2022-05-25 01:54:42
3324,2022-05-27 23:19:55
3325,2022-05-29 08:46:07
3326,2022-05-22 04:02:25
3327,2022-05-29 22:50:11
3328,2022-05-20 15:38:16
3329,2022-05-20 15:01:09
3330,2022-05-28 06:59:55
3331,2022-05-24 23:21:55
3332,2022-05-29 11:44:56
3333,2022-05-21 22:45:20
3334,2022-05-23 21:47:03
3335,2022-05-29 00:55:05
3336,2022-05-28 09:49:50
3337,2022-05-27 10:57:48
3338,2022-05-27 14:40:04
3339,2022-05-28 22:39:18
3340,2022-05-27 08:30:23
3341,2022-05-25 19:21:35
3342,2022-05-27 05:57:43
3343,2022-05-28 16:15:08
3344,2022-05-25 22:42:46
3345,2022-05-26 14:03:53
3346,2022-05-27 13:08:11
3347,2022-05-26 01:14:25
3348,2022-05-22 12:13:07
3349,2022-05-23 03:43:02
3350,2022-05-24 02:38:59
3351,2022-05-23 21:06:44
3352,2022-05-29 02:30:38
3353,2022-05-25 12:45:50
3354,2022-05-24 19:27:24
3355,2022-05-28 05:21:44
3356,2022-05-26 05:11:59
3357,2022-05-22 19:55:39
3358,2022-05-29 13:59:56
3359,2022-05-23 00:37:32
3360,2022-05-21 19:52:24
3361,2022-05-24 17:22:18
3362,2022-05-22 04:55:21
3363,2022-05-30 04:07:21
3364,2022-05-25 04:45:18
3365,2022-05-28 15:16:28
3366,2022-05-28 19:14:06
3367,2022-05-27 23:57:29
3368,2022-05-20 18:26:17
3369,2022-05-23 04:45:49
3370,2022-05-26 03:39:18
3371,2022-05-23 04:13:50
3372,2022-05-24 16:11:00
3373,2022-05-20 12:07:29
3374,2022-05-21 18:39:01
3375,2022-05-20 16:35:10
3376,2022-05-30 01:29:47
3377,2022-05-21 06:23:15
3378,2022-05-29 08:22:22
3379,2022-05-27 10:53:14
3380,2022-05-30 00:14:16
3381,2022-05-28 17:42:58
3382,2022-05-24 12:57:08
3383,2022-05-24 15:08:32
3384,2022-05-24 21:20:14
3385,2022-05-23 20:05:38
3386,2022-05-30 03:25:54
3387,2022-05-21 04:24:54
3388,2022-05-25 18:40:32
3389,2022-05-22 06:33:20
3390,2022-05-20 23:09:58
3391,2022-05-27 00:00:03
3392,2022-05-28 13:03:47
3393,2022-05-22 12:23:24
3394,2022-05-30 07:29:17
3395,2022-05-21 22:14:57
3396,2022-05-22 07:09:24
3397,2022-05-23 21:28:37
3398,2022-05-28 17:29:04
3399,2022-05-30 03:55:33
3400,2022-05-24 02:52:34
3401,2022-05-27 03:56:10
3402,2022-05-24 20:35:41
3403,2022-05-28 15:05:56
3404,2022-05-26 04:46:17
3405,2022-05-21 17:13:32
3406,2022-05-20 18:11:08
3407,2022-05-29 15:54:52
3408,2022-05-29 07:14:42
3409,2022-05-21 23:05:20
3410,2022-05-26 10:17:43
3411,2022-05-22 20:51:40
3412,2022-05-24 18:46:23
3413,2022-05-23 00:32:29
3414,2022-05-21 03:29:10
3415,2022-05-23 09:36:12
3416,2022-05-28 21:48:58
3417,2022-05-29 11:01:05
3418,2022-05-29 10:35:24
3419,2022-05-21 01:03:55
3420,2022-05-24 04:03:22
3421,2022-05-29 09:27:00
3422,2022-05-22 00:28:30
3423,2022-05-23 17:58:56
3424,2022-05-27 03:09:22
3425,2022-05-26 22:27:07
3426,2022-05-22 16:11:08
3427,2022-05-20 21:13:31
3428,2022-05-21 23:24:39
3429,2022-05-28 01:41:30
3430,2022-05-20 21:55:56
3431,2022-05-25 05:52:31
3432,2022-05-29 23:38:34
3433,2022-05-26 21:46:08
3434,2022-05-23 20:59:12
3435,2022-05-22 00:41:44
3436,2022-05-23 06:04:58
3437,2022-05-26 21:03:35
3438,2022-05-26 23:38:45
3439,2022-05-20 13:43:02
3440,2022-05-30 08:32:39
3441,2022-05-24 16:03:19
3442,2022-05-25 13:54:03
3443,2022-05-21 04:43:28
3444,2022-05-28 01:38:53
3445,2022-05-29 08:01:58
3446,2022-05-25 14:49:33
3447,2022-05-24 15:04:40
3448,2022-05-20 15:23:38
3449,2022-05-24 03:09:20
3450,2022-05-24 19:32:26
3451,2022-05-22 14:32:23
3452,2022-05-21 05:16:45
3453,2022-05-27 04:23:46
3454,2022-05-26 10:45:33
3455,2022-05-23 06:19:15
3456,2022-05-23 21:01:35
3457,2022-05-23 22:22:16
3458,2022-05-25 00:13:58
3459,2022-05-29 02:50:15
3460,2022-05-22 18:51:05
3461,2022-05-21 02:47:33
3462,2022-05-24 20:12:21
3463,2022-05-25 15:06:06
3464,2022-05-27 17:42:16
3465,2022-05-25 23:23:44
3466,2022-05-21 15:06:13
3467,2022-05-25 07:59:45
3468,2022-05-20 23:54:03
3469,2022-05-25 09:00:14
3470,2022-05-27 14:50:17
3471,2022-05-25 05:04:07
3472,2022-05-27 01:24:20
3473,2022-05-25 21:42:37
3474,2022-05-24 05:10:29
3475,2022-05-20 23:41:00
3476,2022-05-22 12:21:52
3477,2022-05-24 16:32:53
3478,2022-05-23 08:52:47
3479,2022-05-23 06:27:00
3480,2022-05-25 10:18:14
3481,2022-05-25 14:47:29
3482,2022-05-23 00:16:28
3483,2022-05-29 05:40:28
3484,2022-05-24 17:54:11
3485,2022-05-25 08:24:32
3486,2022-05-21 06:24:49
3487,2022-05-22 02:24:35
3488,2022-05-24 10:22:42
3489,2022-05-21 06:47:42
3490,2022-05-28 09:00:26
3491,2022-05-23 18:09:36
3492,2022-05-26 08:16:59
3493,2022-05-25 23:20:55
3494,2022-05-29 17:41:59
3495,2022-05-26 21:20:46
3496,2022-05-30 00:12:18
3497,2022-05-27 18:14:59
3498,2022-05-28 00:03:00
3499,2022-05-24 12:52:46
3500,2022-05-26 06:10:28
3501,2022-05-29 05:40:57
3502,2022-05-21 10:14:52
3503,2022-05-24 09:57:48
3504,2022-05-22 13:58:54
3505,2022-05-23 11:04:22
3506,2022-05-23 08:41:43
3507,2022-05-25 07:52:09
3508,2022-05-24 23:53:42
3509,2022-05-21 14:49:08
3510,2022-05-21 18:10:26
3511,2022-05-24 23:13:45
3512,2022-05-22 18:34:49
3513,2022-05-20 14:11:35
3514,2022-05-29 14:26:19
3515,2022-05-28 22:58:39
3516,2022-05-23 11:43:06
3517,2022-05-27 21:56:57
3518,2022-05-26 16:08:36
3519,2022-05-28 22:27:22
3520,2022-05-26 16:57:07
3521,2022-05-30 08:24:10
3522,2022-05-22 11:07:04
3523,2022-05-28 12:29:11
3524,2022-05-22 16:16:29
3525,2022-05-29 23:21:27
3526,2022-05-27 10:50:10
3527,2022-05-27 13:17:45
3528,2022-05-24 12:41:02
3529,2022-05-22 18:35:09
3530,2022-05-26 22:08:31
3531,2022-05-26 03:07:31
3532,2022-05-29 01:25:30
3533,2022-05-30 00:21:11
3534,2022-05-29 16:27:22
3535,2022-05-25 00:21:39
3536,2022-05-23 08:25:41
3537,2022-05-23 13:12:13
3538,2022-05-29 12:47:18
3539,2022-05-29 04:28:51
3540,2022-05-21 06:51:47
3541,2022-05-24 16:33:22
3542,2022-05-29 23:19:24
3543,2022-05-24 05:05:38
3544,2022-05-26 02:44:52
3545,2022-05-30 03:15:20
3546,2022-05-26 04:40:06
3547,2022-05-24 08:31:35
3548,2022-05-26 16:57:58
3549,2022-05-30 06:56:03
3550,2022-05-23 13:51:53
